MP Police,,
item,count,ref_nos
indore,90,"05/2023-24/3, 15/2021-22, 28/2024-25/2, 23/2020-21/09, 05/2023-24/5, 13/2023-24/1, 21/2021-22, 28/2021-22/2, 12/2023-24/1, 05/2023-24/1, 16/2022-23, Nit No. 09/2018-19, 19/2020-21, 14/2023-24/1, 23/2020-21/08, 10/2024-25/01, 08/2021-22/2, 10/2024-25/02, 05/2021-22, 23/2020-21/07, 04/2025-26/6, 11/2021-22, 03/2024-25/2, 4/2022-23, 08/2021-22/3, 01/2021-22, 18/2022-23/5, 08/2021-22, 04/2025-26/3, 13/2021-22, 24/2021-22/3, 03/2023-24/1, 1/2022-23/2, 09/2023-24, 28/2021-22/5, 02/2024-25/2, 06/2024-25, 14/2022-23, 02/2020-21, 05/2023-24/2, 23/2020-21/06, DCP/HQ/IND/RI/2682, 02/2024-25/1, 04/2024-25, 6/2022-23, 04/2020-21/2, 24/2021-22/2, 28/2021-22/3, 27/2024-25/2, 04/2020-21/1, 02/2019-20, 22/2021-22, 11/2022-23, 06/2023-24/1, 03/2023-24/2, 12/2024-25, 10/2023-24/1, 02/2021-22, 23/2020-21/04, 08/2021-22/1, 14/2021-22, 28/2021-22/4, 23/2020-21/05, F-545/2019, 18/2022-23/3, 15/2022-23, 07/2023-24, 03/2021-22/2, 01/2022-23, 24/2021-22/4, 02/2022-23, 24/2022-23/2, 17/2020-21, 21/2022-23, 1/2022-23/3, 04/2021-22, 10/2023-24, 15/2024-25, 15/2019-20/2, 01/2019-20, 13/2023-24/2, 05/2023-24/4, 28/2021-22/1, 17/2021-22, 01/2024-25, 23/2022-23, 20/2021-22, 11/2023-24, 10/2023-24/2, 18/2022-23/2"
distt. jabalpur,5,"1-/2023-24 Boundary Wall Gawarighat Jabalpur, 08/2021-22 Urban Thana Belbag, Jabalpur, 06/2020-21 Semi Urban Thana Khitola, 17/2021-22 SDRF Building at Home Guard Head Office, 19/2023-24 Boundary Wall Khitola Jabalpur"
maintenance work for govt. naveen malav girls h. s. school at mhow naka,1,1/2022-23/2
badnawar,1,05/2022-23
shifting,1,D-2699/24 Date 20/02/2024
purchase grass,1,MTD/83/2019
construction of boundry wall gate no 1 to vahan office at 5 th bn morena,1,28/2019-20
badagaon distt. agar- malwa,1,28/2019-20-7
supply of dry grass grain,1,E-TENDER/1450/2022 DTD 01-03-2022
construction of semi urban thana baraso distt bhind,1,26/2019-20
result for amc for generator,1,SP/PTS/MT/MOD/1244/23
result for construction of semi urban thana building shadora ashoknagar,1,01/2020-21
construction work at 60 beded barrack police line vidisha.,1,09/2021-22
external electrification work for 18 plus 72 qrts.,1,16/2019-20-1
thana roopjher,1,04 / 2025-26
integration,3,"PHQ/15/GPC/2363-1/2019, D-3967/25 Date 07-03-2025, D-1067/24 Date 17/01/2024"
short firing range at hawk force parisar kanki,1,06 / 2021-22
construction of separate room toilet for ladies fir room at thana veerpur distt sheopur,1,09/2019-20
e tender for spy mobile camera,1,STF/HQ/BPL/OPNTDR/7848/2021/BP
lidar based 3d scanner,2,"SB/STORE/2022-25(5) BHOPAL DATED 03-01-2020, SB/STORE/2021-25(338), BHOPAL  DATED-14.09.2021"
construction of watch tower guard room ( 02 no. ),1,02/2023-24
construction of new barrack at home guard line campus balaghat.,1,31 / 2024-25
construction work of mahila barrack at homeguard dist betul.,1,11/2023-24
construction of urban thana building belbag,1,"08/2021-22 Urban Thana Belbag, Jabalpur"
construction of septik tank at police line betul,1,08/2020-21
renovation adg coop fraud phq,1,26/2019-20
sdop harda,1,02/2020-21
catering to related technology aspects of ppt events,1,Phq/Sel / 2/A-3/11/04-01-22
external electrification work for 24 qtrs at police colony tendukheda distt narsinghpur.,1,10/2019-20
h. s. school shamgarh distt. mandsaur,1,NIT 22/2021-22_4
result for pared ground at home guard line sonaghati dist. betul,1,15/2024-25
alirajpur ),1,17/2018-19
construction of urban thana building kotwali katni,1,25/2020-21  UrbanThana Kotwali Katni
construction of washroom,1,sn/sp/niwari/ri/618/2023
new model innova crysta,1,46/2022-23
small construction,1,227/2025/08
commerce college at jaisinghnagar distt. shahdol,1,10/2021-22 Const. and Rennovation Jaisinghnagar
external electrification work for police control room,1,NIT 20/2024-25_6
construction of police control room building,1,NIT 21/2023-24_2
mahila desk at thana betul bazar betul,1,15/2018-19
repairing work of renovation,1,05/2020-21
distt. mandsour,1,70/2018-19
construction of store room at second floor of eow office,1,21/2024-25/3
housekeeping work 1506,1,hostal Housekeeping 1506
s. a. f. indore,1,09/2023-24
pcr etc. ),1,PHQ/15/GPC/4649-7/2021
construction of chowkey majhgavan panna,1,21/2019-20
repair work store room 7th bat bhopal,1,009/2021-22
fsl glassware items,1,PHQ/15/GPC/7282-4/23
repairing works of store room,1,15/2024-25
morar,3,"02/2020-21, 35/2021-22, 16/2022-23"
girls hockey hostel,1,18/2020-21
result for led tv,1,PHQ/15/GPC/3154-20/2025 Bopal dated 27/02/2025
96 constabel qtrs drp line anuppur,1,18/2018-19
double chowki,1,NIT 11/2024-25_4
construction of mahila desk ( fir room ) kusmi dist. sidhi,1,16/18-19
construction of sewage treatment plant 100 kld ( stp ) with motor pump for 24ngo 96constable drp line anuppur,1,02/2019-20
painting,11,"NIT 14/2020-21_5, 02/2025-26 (1) Painting and Repairing Work of Commandant Office, Smart Class, Kot Building, Guard, 01/2024-25 Date 29-11-2024, SP/Ujjain/RI/3407/2023, I-1922/17.07.2021, NIT 04/2024-25_5, NIT 14/2020-21_4, 40/2024-25, 16/2020-21, SN/POLICE/NIWARI/RI/460/2023, D-2699/24 Date 20/02/2024"
hostel 1090 women help line building bhopal,1,07/2025-26
construction of drainage line at fire station moti tabela indore,1,01/2020-21/7
repair work for 12 plus 48 qrts. at anand colony d. r. p. line ratlam,1,NIT 18/2020-21_7
hatpipliya distt. ratlam,1,NIT 21/2024-25_1
construction of govt. middle school temriya ( distt.- jhabua ),1,20/2024-25/1
additional work of malkhana at narcotics building parking distt. indore,1,28/2024-25/1
construction of chowkey padhariya chhatarpur,1,21/2019-20
e- tenders are invited for repair work in block 2 ( s5 to s8 ) residential buildings of police department shahdol.,1,SP/SDL/RI/02-B/2021
jawad distt. neemuch,2,"26/2018-19, 14/2019-20-2"
construction of borewell at semi urban thana naisarai distt. ashoknagar tubewell work,1,01/2024-25
self- contained open circuit compressed air breathing apparatus set complete ( third call ),1,897/G-01
social media labs,1,SB/STORE/2022-25(270) BHOPAL DATED 3-10-2022
barrier free architecture govt. shri nilkantheswar college khandwa m. p.,1,05/2021-22/4
outer side painting,12,"SP/Ujjain/RI/3411B/2023, SP/Ujjain/RI/3411D/2023, SP/Ujjain/RI/3408A/2023, SP/Ujjain/RI/3410C/2023, SP/Ujjain/RI/3410B/2023, SP/Ujjain/RI/3410A/2023, SP/Ujjain/RI/3529D/2023, SP/Ujjain/RI/3411A/2023, SP/Ujjain/RI/3409A/2023, SP/Ujjain/RI/3411/2023, SP/Ujjain/RI/3529B/2023, SP/Ujjain/RI/3529G/2023"
binding work,1,418
reparing work of i. g. office at police line balaghat,1,13 / 2018-19
c- 5 qrts.,1,NIT 10/2020-21_2
2 no. barracks including cleaning the site atfer removel of debris from the site at police line shajahanabad bhopal,1,03/2022-23
construction of 01 barrack in control room orchha,1,sn/sp/niwari/ri/857/2024
construction of urban thana at govindpura bhopal,1,18/2019-20
yuva kalyan vibhag distt guna,1,13/2021-22
construction of women barrack at home gauard chhatarpur,1,06/2023-24
renovation 20 qrs block c spm damoh,1,21/2019-20
result for real time viewing system,1,SB/STORE/2024-25 (205) BHOPAL DATED 19.06.2024
construction of parade ground at grp line bicholi hapsi indore,1,M-1781/ 27.09.2023
bachavani bankhedi dist. hoshangabad,1,08/2021-22
distt. dindori ( cm rise,1,05/2024-25 Ext. Elect. Amarpur
construction of mahila desk at police thana kukshi distt. dhar,1,12/2018-19/34
police thana afjalpur distt. mandsour,1,NIT 05/2020-21_5
48 costable qrts.,1,70/2018-19
district tikamgarh,3,"NIT15 2023-24, NIT01/24-25, NIT16 2023-24"
construction of mahila desk fir room thana karan pathar distt. anuppur,1,08/2019-20
repair of toilet at home guard campus jhabua at distt. jhabua,1,10/2024-25/03
renovation work at nutan h. s. school hall,1,NIT 17/2022-23_1
renovation work for govt. excellence higher secondary school maheshwar distt. khargone,1,3/2022-23
installation of 100 kva diesel generator set with amf panel at rfsl gwalior,1,09/2020-21
usb dongle with installation,1,"PDM/ Purchase/CCTV/F-125 /2019, dtd.16/01/2019"
repair work of police line room flor renovation,1,NIT11 2023-24
various works ( water proofing,1,06/2022-23
electric line,1,SP/Ujjain/RI/114/2024
construction of indoor class room- 1 at hawk force headquarter kanki parisar,1,18 / 2020-21
construction of composit office,1,NIT 32/2024-25_1
various construction work at govt. h. s. school berchamandi distt. shajapur,1,NIT 19/2022-23_3
construction of police chowki silaudi,1,02/2020-21 Chowki Silaudi
purchase of ration for horses,1,263/2024
anjad distt. badwani,2,"NIT 07/2022-23_1, NIT 02/2020-21_1"
2h type quarters at jhundpura,1,51/2022-23
capillary array ( 24 capillary ),1,No.  FSL /STORE/SB/6C/III/2019
mt gereg 02 repairing,1,1541/23.05.2023 MT GEREG 02 REPAIRING
mahila desk at thana ranipur betul,1,15/2018-19
septic tank constable,1,13/2020-21/4
toilet at ngo club 26bn saf guna,1,34/2024-25
extension work gyanodaya residential school sagar,1,13/2022-23
result for constriction of 02 no additional room ground floor at hss school palanpur dist narmadapuram,1,02/2025-26
prts indore mess tender call 3,1,PRTS INDORE MESS TENDER CALL 3
special repair work at thana bhawan bhorasa distt. dewas,1,NIT 26/2022-23_10
repair work at main office,1,M/1563-A
floor repair work in superintendent of police camp office.,1,169B
internal electrification work for woman crime dsp office in cctns distt. burhanpur,1,12/2018-19/42
construction work of 100 seater kgbv type- iii hostel at ( gendol kalan ) dabra dist. gwalior.,1,22/2024-25
construction work of sports complex at ramnagar distt. satna.,1,14/2021-22
special repairing work at thana govindgarh distt rewa,1,18/2022-23
selection of system integrator for upgradation,1,F-1091/2021  Date 30/12/2021
repairing work of senior officer room of special branch p. h. q. bhopal,1,04/2025-26
construction work of middle school,1,35/2024-25
construction of stp with moter pump at 24 96 qtrs at drp line distt datia,1,18/2019-20
construction of toilet in office room at police radio zone,1,NIT 05/2020-21_3
semi urban thana,1,04/2022-23
model h. s. s. gohad distt. bhind.,1,19/2021-22
construction of govt. model higher secondary school,2,"26/2022-23, 27/2022-23"
construction of mahila desk at thana dhuma distt seoni,1,14/2018-19/29
kasangi,1,13 / 2022-23
auction for condemn items,1,P-111/2023 Date 17/07/2023
result for constriction of composite office district commandant home guard betul,1,15/2024-25
toilet repair in thana yatayat,1,2038
construction of fortified of vulnerable police station at roopjher,1,20 / 2023-24
result for combined drainage line,2,"170I, 170J"
special repairing work at thana karrariya dist. vidisha,1,15/2022-23
tube well work dist sehore,1,12/2022-23
installation of stp,9,"02/2019-20, 04/2019-20-1, 09/2019-20_2, 04/2019-20-2, 13/2019-20 STP, 01/2019-20, 09/2019-20_1, 04/2019-20-4, 04/2019-20-3"
construction of indoor hall,3,"NIT 11/2022-23_2, NIT 11/2022-23_1, 04/2022-23"
repairing/ maintenance work of divisional commandant office room,1,35/2023-24
flooring work,3,"SP/RTM/RI/1722/2023, NIT 11/2020-21_6, SP/RTM/RI/1792/23"
construction of 60 bedded barrack at old police control room bhopal,1,17/2024-25
internal electricifation work for various qrts at c. i. colony 7th bn bhopal,1,01/2019-20
tapobhumi indore road,1,NIT 28/2024-25_5
2 nos tubewell work at police line dist. betul,1,08/2019-20
construction of govt. primary school dhamnod ( distt.- dhar ),1,20/2024-25/8
3rd call for tower shifting,1,F-100-A/2022  Date 15-02-2022
umariyapan,1,20/2019-20_3Umariyapan
construction of class rooms hg bhopal,1,21/2021-22
renovation work police press,1,15/2020-21
construction of 10f,1,02/2020-21
first,1,21/2023-24
colour wash old poline quarter,1,785/2024-25
construction of semi urban thana matabasaiya disttmorena,1,26/2019-20
hockey ground balaghat,1,12 / 2020-21
multifunction printer ( a3 ),1,PHQ/15/GPC/2457-10/2021
basket ball ground panna,1,23/2019-20
construction of pre- matric boys hostel tewar ( dhanwantri nagar ) jabalpur,1,06/2021-22
h. s. s. no. 1 morar,1,19/2021-22
digital shaking- water bath,1,No.  FSL /STORE/PMS 2018-19(II)/2019
upradation renovation new work of government residential sports institule at dist. sehore,1,09/2020-21
construction of boundry wall at sanjay stadium khel,1,13/2021-22
basket ball complex,1,16/2022-23
shahdol- ( m. p. ),1,13/2021-22 CLIMBING WALL AND BOUNDARY WALL WORK
new drp line,2,"22/2024-25/2, NIT 10/2020-21_5"
gaswani magardha,1,03/2020-21
construction of semi urban thana manawar distt. dhar,1,05/2019-20/1
4 ors qtrs. of 72 qtrs. at radio zone indore,1,25/2021-22/1
construction of mahila desk at thana amarwara distt chhindwara,1,01/2019-20/6
construction work of motor driving training,1,48/2022-23
real time viewing system,2,"SB/STORE/2019-25(375 )BHOPAL DATED 26-11-19, SB/STORE/2020-25 (399), BHOPAL DATED- 25-9-2020"
021 sqf,1,Cleaning contract for New and Main Adm Block Total
test instruments for m. p. police telecom,1,F-768-A/2020  Date 18/12/2020
nalchha ( distt.- dhar ),1,17/2024-25/1
purchase of pop 4 ( performance optimized polymer ),2,"FSL /STORE/SB/6C/2019, FSL /STORE/SB/DNA33/2019"
construction of officers hostel with profile sheet for 148 btn. crpf at chowki machurda distt. balaghat.,1,12 / 2022-23
11kv line shifting at shrimant madhavrao scindia,1,48/2023-24
model school neemuch,1,NIT 22/2021-22_5
mobile smart phone,2,"PHQ/15/GPC/1871-4/2021, PHQ/15/GPC/4967-1/2021"
concertina wire,1,02/2023-24
other work at ranjhi jabalpur,1,1
chamber repair at 7th bn jahangirabad bhopal,1,09/2024-25
purchase of parts,1,Sp/Sjr/Rk/867/25
construction of piegon box phq bhopal,1,23/2019-20
development work of 16 staff qtrs at thana itarsi,1,10/2021-22
health institute at civil lines jabalpur,1,03/2022-23
construction work of ig office rewa,1,08/2021-22
renovation cid conference hall phq,1,16/2019-20
tegore hostal dining hall new,1,tagore Hostal Dining Hall NEW 881
water storage tank work at mahila thana palasiya indore,1,15/2020-21
tent supply,1,sp/ptc/ind/4196/2024
work of 11 kv line shifting at cm rise govt. higher secondary school,1,34/2023-24
government model higher secondary school jabera,1,12/2021-22
repairing of h type qtrs block c at grp colony bhadbhada road bhopal,1,01/2023-24
repair in sp office ladies toilet,1,2038
hostel for civil defence volunteers,1,13/2021-22
construction of prefabricated barracks work at 2nd bn. saf camp. madhya pradesh bhawan,1,12/2019-20
various reparing work for residential barrack,1,14/2020-21
05 no. bathrooms,1,25/2024-25
city west asp,1,17/2018-19
gandhi hall indore,1,01/2020-21/8
mochi workshop,1,G-1530-A
maintennace,2,"SP/Ujjain/RI/87/2024, SP/Ujjain/RI/86/2024"
water proofing work of ashru gas material room,1,SP/Ujjain/RI/3529G/2023
aluminium partition work,1,SP/RTM/RI/1811/23
pitkona under hawk force distt. balaghat.,1,14 / 2022-23
04 no. bath at hawk force kanki distt. balaghat.,1,12/2021-22
phase ii 200 kld,1,18/2019-20
construction of semi urban thana building bhagwapura dist datia,1,13/2019-20
development work at ranital stadium jabalpur,1,19/2022-23
nalkheda distt. agar- malwa,1,12/2019-20-5
toilet at sp office campus guna,1,01/2025-26
construction of temporary kitchen,1,01/2020-21
purchase of research microscope pc based,1,No. FSL /STORE/PMS 2018-19(III)/2020
samwelcclinekila,1,P2740
non linear junction detector,1,SB/STORE/2021-25(315) BHOPAL DATED 16-8-2021
multifunctional network printer,1,"SB/Store/2019-25(179) Bhopal, DT 01-07-19"
shamgarh distt. mandsour,1,22/2018-19
repairing/ upgradation work of internal electrification b residential line,1,16/2020-21
truck,1,NIT MT01 2023-24
external painting work 24ngo,1,02/2021-22
24,2,"17/2018-19/2, 25/2018-19"
new water line,1,09/2024-25
katthiwada distt. alirajpur,2,"09/2019-20-2, 26/2018-19"
purchase of window server license,1,2256
result for various repairing work of i type 8 qtrs at 26 bn guna,1,03/2025-26
fsl items ( 36 items ),1,PHQ/15/GPC/5106-2/2021
borewell/ submersible pump at police camp lougur,1,29/2024-25
e- tender for msab xry software with ( 03 years license ),1,SCPH/STORE/D-93/2023
construction work of mahila dask tyonda vidisha,1,08/2019-20
site preparation work of cctns room at dsp rail,1,17/2018-19
construction of highway check post at lingapondi distt- mandla,1,07/2021-22
result for renovation work of govt high school at laloi,1,12/2024-25
result for repairing work of toilet,1,"02/2025-26 (3) Repairing Work of Toilet, Barrack and Store at District Commandant Homeguard, J"
boundary wall at model school ghodadongary dist betul,1,08/2021-22
water proofing work of the roof,1,169F
sunera distt. shajapur,1,28/2018-19
building repairing work residential,1,QM/B/5499
construction work of septic tank at f type qtrs at officer colony distt.,1,01/2020-21/14
result for construction of vehicle parking shed at grp line bicholi hapsi indore,1,M-184/25.01.2025
chandia,2,"22/2018-19_7, 20/2018-19_14"
construction of mahila toilet block at s. p. office agar- malwa,1,NIT 14/2020-21_5
different renovation repairing works of saf barrack police control room at lalghati,1,03/2024-25
firing range at rakshit kendra nehru nagar bhopal,1,13/2020-21
repairing work in different qurt police line at indore,1,DCP/HQ/IND/RI/5869
construction work of kitchen room for ngo mess at first battalion s. f. a. indore,1,01/2020-21/10
flooring work of sainik barrack at home guard seoni,1,02/2023-24 Home Guard Seoni
construction of police chouki china dist datia,1,29/2019-20
maintenance work of 2ngo,2,"23/2021-22, 33/2021-22"
electrical work at home guard barrack sonaghati dist betul,1,15/2024-25
